old_job_id,new_job_id,exp_id,latest_step_before_resume,latest_checkpoint_before_resume,pbs_path,train_run_dir,pbs_output_log,preserved_old_pbs_output,submitted_at,status,error
7173733.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,DRYRUN-S16_ddp_fullk_K1600_b512_s20k_seed1,S16_ddp_fullk_K1600_b512_s20k_seed1,143,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/pbs/S16_ddp_fullk_K1600_b512_s20k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/runs/M0/S16/S16_ddp_fullk_K1600_b512_s20k_seed1,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/logs/S16_ddp_fullk_K1600_b512_s20k_seed1.pbs.out,,2026-05-27T23:23:05Z,dry_run,
7173644.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,DRYRUN-S16_ddp_fullk_K400_b512_s20k_seed1,S16_ddp_fullk_K400_b512_s20k_seed1,56,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/pbs/S16_ddp_fullk_K400_b512_s20k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/runs/M0/S16/S16_ddp_fullk_K400_b512_s20k_seed1,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/logs/S16_ddp_fullk_K400_b512_s20k_seed1.pbs.out,,2026-05-27T23:23:05Z,dry_run,
7173647.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,DRYRUN-S16_ddp_fullk_K800_b512_s20k_seed1,S16_ddp_fullk_K800_b512_s20k_seed1,124,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/pbs/S16_ddp_fullk_K800_b512_s20k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/runs/M0/S16/S16_ddp_fullk_K800_b512_s20k_seed1,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/logs/S16_ddp_fullk_K800_b512_s20k_seed1.pbs.out,,2026-05-27T23:23:05Z,dry_run,
7173326.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,DRYRUN-S16_pipe_P16_equal_K1600_b512_s20k_seed1,S16_pipe_P16_equal_K1600_b512_s20k_seed1,1073,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/pbs/S16_pipe_P16_equal_K1600_b512_s20k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/runs/M0/S16/S16_pipe_P16_equal_K1600_b512_s20k_seed1,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/logs/S16_pipe_P16_equal_K1600_b512_s20k_seed1.pbs.out,,2026-05-27T23:23:05Z,dry_run,
7173645.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,DRYRUN-S16_pipe_P16_equal_K400_b512_s20k_seed1,S16_pipe_P16_equal_K400_b512_s20k_seed1,6766,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/runs/M0/S16/S16_pipe_P16_equal_K400_b512_s20k_seed1/checkpoints/ckpt_step4999.pt,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/pbs/S16_pipe_P16_equal_K400_b512_s20k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/runs/M0/S16/S16_pipe_P16_equal_K400_b512_s20k_seed1,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/logs/S16_pipe_P16_equal_K400_b512_s20k_seed1.pbs.out,,2026-05-27T23:23:05Z,dry_run,
7173648.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,DRYRUN-S16_pipe_P16_equal_K800_b512_s20k_seed1,S16_pipe_P16_equal_K800_b512_s20k_seed1,121,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/pbs/S16_pipe_P16_equal_K800_b512_s20k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/runs/M0/S16/S16_pipe_P16_equal_K800_b512_s20k_seed1,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/logs/S16_pipe_P16_equal_K800_b512_s20k_seed1.pbs.out,,2026-05-27T23:23:05Z,dry_run,
7173649.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,DRYRUN-S16_single_fullk_K1600_b512_s20k_seed1,S16_single_fullk_K1600_b512_s20k_seed1,49,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/pbs/S16_single_fullk_K1600_b512_s20k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/runs/M0/S16/S16_single_fullk_K1600_b512_s20k_seed1,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/logs/S16_single_fullk_K1600_b512_s20k_seed1.pbs.out,,2026-05-27T23:23:05Z,dry_run,
7173643.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,DRYRUN-S16_single_fullk_K400_b512_s20k_seed1,S16_single_fullk_K400_b512_s20k_seed1,341,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/pbs/S16_single_fullk_K400_b512_s20k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/runs/M0/S16/S16_single_fullk_K400_b512_s20k_seed1,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/logs/S16_single_fullk_K400_b512_s20k_seed1.pbs.out,,2026-05-27T23:23:05Z,dry_run,
7173646.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,DRYRUN-S16_single_fullk_K800_b512_s20k_seed1,S16_single_fullk_K800_b512_s20k_seed1,192,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/pbs/S16_single_fullk_K800_b512_s20k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/runs/M0/S16/S16_single_fullk_K800_b512_s20k_seed1,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/logs/S16_single_fullk_K800_b512_s20k_seed1.pbs.out,,2026-05-27T23:23:05Z,dry_run,
7173334.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,DRYRUN-S32_ddp_fullk_K1600_b1024_s20k_seed1,S32_ddp_fullk_K1600_b1024_s20k_seed1,2,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/pbs/S32_ddp_fullk_K1600_b1024_s20k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/runs/M0/S32/S32_ddp_fullk_K1600_b1024_s20k_seed1,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_multinode_sweep/logs/S32_ddp_fullk_K1600_b1024_s20k_seed1.pbs.out,,2026-05-27T23:23:05Z,dry_run,
