ledger,phase_group,family_id,logical_run_id,benchmark,regime,stage_count,weighting,K,horizon_steps,seed,paper_role,canonical_run_dir,step,checkpoint_step,fid_inception,fid_feature,unique_ratio,metrics_path,train_walltime_seconds,train_walltime_hours,gpu_count,train_gpu_hours,wallclock_seconds_at_step,wallclock_hours_at_step,gpu_hours_at_step,walltime_source
current_cifar_paper,O1,single_P8_equal,current_cifar_paper:cifar10:single_P8_equal:seed1:h300000,cifar10,single_emulation,8,equal,100,300000,1,appendix,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303,270000,269999,407.4775073542255,9.913538630068633,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303/trajectory/step270000/metrics_compare.json,32788,9.107778,1,9.107778,29509.200000,8.197000,8.197000,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper,O1,single_P8_equal,current_cifar_paper:cifar10:single_P8_equal:seed1:h300000,cifar10,single_emulation,8,equal,100,300000,1,appendix,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303,275000,274999,407.14299351320386,9.899366186961998,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303/trajectory/step275000/metrics_compare.json,32788,9.107778,1,9.107778,30055.666667,8.348796,8.348796,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper,O1,single_P8_equal,current_cifar_paper:cifar10:single_P8_equal:seed1:h300000,cifar10,single_emulation,8,equal,100,300000,1,appendix,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303,280000,279999,407.44546947042187,9.903540429574077,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303/trajectory/step280000/metrics_compare.json,32788,9.107778,1,9.107778,30602.133333,8.500593,8.500593,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper,O1,single_P8_equal,current_cifar_paper:cifar10:single_P8_equal:seed1:h300000,cifar10,single_emulation,8,equal,100,300000,1,appendix,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303,285000,284999,407.8852899029883,9.917192210597152,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303/trajectory/step285000/metrics_compare.json,32788,9.107778,1,9.107778,31148.600000,8.652389,8.652389,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper,O1,single_P8_equal,current_cifar_paper:cifar10:single_P8_equal:seed1:h300000,cifar10,single_emulation,8,equal,100,300000,1,appendix,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303,290000,289999,407.1031804366311,9.909833688890513,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303/trajectory/step290000/metrics_compare.json,32788,9.107778,1,9.107778,31695.066667,8.804185,8.804185,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper,O1,single_P8_equal,current_cifar_paper:cifar10:single_P8_equal:seed1:h300000,cifar10,single_emulation,8,equal,100,300000,1,appendix,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303,295000,294999,407.54450840179766,9.909945125690319,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303/trajectory/step295000/metrics_compare.json,32788,9.107778,1,9.107778,32241.533333,8.955981,8.955981,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper,O1,single_P8_equal,current_cifar_paper:cifar10:single_P8_equal:seed1:h300000,cifar10,single_emulation,8,equal,100,300000,1,appendix,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303,300000,299999,407.6594483969431,9.89931273591885,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O1/O1_single_pipe_emul_P8_uniform_K100_seed1_300k_resume_20260421_223303/trajectory/step300000/metrics_compare.json,32788,9.107778,1,9.107778,32788.000000,9.107778,9.107778,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper,O2,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed1:h300000,cifar10,ddp_strict,1,terminal,100,300000,1,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_ddp_fullk_K100_seed1_300k_20260406_214845,5000,4999,137.49609764378002,0.4676210685659292,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_ddp_fullk_K100_seed1_300k_20260406_214845/trajectory/step005000/metrics_compare.json,30200,8.388889,4,33.555556,503.333333,0.139815,0.559259,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper,O2,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed1:h300000,cifar10,ddp_strict,1,terminal,100,300000,1,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_ddp_fullk_K100_seed1_300k_20260406_214845,10000,9999,116.01161139966837,1.727600893293662,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_ddp_fullk_K100_seed1_300k_20260406_214845/trajectory/step010000/metrics_compare.json,30200,8.388889,4,33.555556,1006.666667,0.279630,1.118519,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper,O2,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed1:h300000,cifar10,ddp_strict,1,terminal,100,300000,1,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_ddp_fullk_K100_seed1_300k_20260406_214845,15000,14999,104.91060660837616,0.7954605520029716,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_ddp_fullk_K100_seed1_300k_20260406_214845/trajectory/step015000/metrics_compare.json,30200,8.388889,4,33.555556,1510.000000,0.419444,1.677778,linear_interpolation_from_job_info_successful_attempt_total
