logical_run_id,family_id,seed,horizon_steps,gpu_count,threshold_fid,first_step,first_fid,wallclock_seconds,wallclock_hours,gpu_hours,reached,walltime_source
current_cifar_paper:cifar10:pipe_P2_equal:seed3:h300000,pipe_P2_equal,3,300000,2,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h300000,pipe_P4_deepest,1,300000,4,100,35000,95.770967031,1509.200000,0.419222,1.676889,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h300000,pipe_P4_deepest,1,300000,4,90,50000,87.031486056,2156.000000,0.598889,2.395556,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h300000,pipe_P4_deepest,1,300000,4,80,70000,79.625081265,3018.400000,0.838444,3.353778,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h300000,pipe_P4_deepest,1,300000,4,70,130000,69.019327247,5605.600000,1.557111,6.228444,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h300000,pipe_P4_deepest,1,300000,4,65,155000,64.916134549,6683.600000,1.856556,7.426222,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h300000,pipe_P4_deepest,1,300000,4,60,190000,58.976839207,8192.800000,2.275778,9.103111,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h300000,pipe_P4_deepest,1,300000,4,55,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h300000,pipe_P4_deepest,1,300000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,pipe_P4_deepest,1,500000,4,100,30000,92.554675254,1285.380000,0.357050,1.428200,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,pipe_P4_deepest,1,500000,4,90,55000,81.269096045,2356.530000,0.654592,2.618367,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,pipe_P4_deepest,1,500000,4,80,80000,75.829472361,3427.680000,0.952133,3.808533,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,pipe_P4_deepest,1,500000,4,70,130000,66.336568948,5569.980000,1.547217,6.188867,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,pipe_P4_deepest,1,500000,4,65,145000,60.601606593,6212.670000,1.725742,6.902967,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,pipe_P4_deepest,1,500000,4,60,195000,59.542410301,8354.970000,2.320825,9.283300,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,pipe_P4_deepest,1,500000,4,55,445000,54.919946084,19066.470000,5.296242,21.184967,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,pipe_P4_deepest,1,500000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h300000,pipe_P4_deepest,2,300000,4,100,40000,93.688955466,1726.666667,0.479630,1.918519,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h300000,pipe_P4_deepest,2,300000,4,90,45000,76.388812324,1942.500000,0.539583,2.158333,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h300000,pipe_P4_deepest,2,300000,4,80,45000,76.388812324,1942.500000,0.539583,2.158333,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h300000,pipe_P4_deepest,2,300000,4,70,135000,67.506140729,5827.500000,1.618750,6.475000,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h300000,pipe_P4_deepest,2,300000,4,65,240000,63.185889063,10360.000000,2.877778,11.511111,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h300000,pipe_P4_deepest,2,300000,4,60,290000,58.978242945,12518.333333,3.477315,13.909259,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h300000,pipe_P4_deepest,2,300000,4,55,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h300000,pipe_P4_deepest,2,300000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,pipe_P4_deepest,2,500000,4,100,20000,96.901835067,859.800000,0.238833,0.955333,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,pipe_P4_deepest,2,500000,4,90,45000,81.905947874,1934.550000,0.537375,2.149500,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,pipe_P4_deepest,2,500000,4,80,105000,68.392795602,4513.950000,1.253875,5.015500,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,pipe_P4_deepest,2,500000,4,70,105000,68.392795602,4513.950000,1.253875,5.015500,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,pipe_P4_deepest,2,500000,4,65,145000,60.001690760,6233.550000,1.731542,6.926167,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,pipe_P4_deepest,2,500000,4,60,240000,55.575334787,10317.600000,2.866000,11.464000,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,pipe_P4_deepest,2,500000,4,55,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,pipe_P4_deepest,2,500000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h300000,pipe_P4_deepest,3,300000,4,100,30000,83.523248060,1289.200000,0.358111,1.432444,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h300000,pipe_P4_deepest,3,300000,4,90,30000,83.523248060,1289.200000,0.358111,1.432444,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h300000,pipe_P4_deepest,3,300000,4,80,70000,76.169104755,3008.133333,0.835593,3.342370,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h300000,pipe_P4_deepest,3,300000,4,70,110000,69.247230404,4727.066667,1.313074,5.252296,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h300000,pipe_P4_deepest,3,300000,4,65,165000,61.094942845,7090.600000,1.969611,7.878444,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h300000,pipe_P4_deepest,3,300000,4,60,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h300000,pipe_P4_deepest,3,300000,4,55,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h300000,pipe_P4_deepest,3,300000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,pipe_P4_deepest,3,500000,4,100,25000,88.740058476,1077.450000,0.299292,1.197167,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,pipe_P4_deepest,3,500000,4,90,25000,88.740058476,1077.450000,0.299292,1.197167,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,pipe_P4_deepest,3,500000,4,80,85000,76.987930156,3663.330000,1.017592,4.070367,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,pipe_P4_deepest,3,500000,4,70,135000,63.773791219,5818.230000,1.616175,6.464700,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,pipe_P4_deepest,3,500000,4,65,135000,63.773791219,5818.230000,1.616175,6.464700,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,pipe_P4_deepest,3,500000,4,60,385000,55.103240129,16592.730000,4.609092,18.436367,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,pipe_P4_deepest,3,500000,4,55,465000,54.448799404,20040.570000,5.566825,22.267300,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,pipe_P4_deepest,3,500000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest_K100:seed1:h300000,pipe_P4_deepest_K100,1,300000,4,100,40000,95.947322043,1426.933333,0.396370,1.585481,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest_K100:seed1:h300000,pipe_P4_deepest_K100,1,300000,4,90,60000,83.001996001,2140.400000,0.594556,2.378222,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest_K100:seed1:h300000,pipe_P4_deepest_K100,1,300000,4,80,70000,78.477043489,2497.133333,0.693648,2.774593,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest_K100:seed1:h300000,pipe_P4_deepest_K100,1,300000,4,70,115000,69.604659698,4102.433333,1.139565,4.558259,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest_K100:seed1:h300000,pipe_P4_deepest_K100,1,300000,4,65,200000,63.545857539,7134.666667,1.981852,7.927407,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest_K100:seed1:h300000,pipe_P4_deepest_K100,1,300000,4,60,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest_K100:seed1:h300000,pipe_P4_deepest_K100,1,300000,4,55,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_deepest_K100:seed1:h300000,pipe_P4_deepest_K100,1,300000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h300000,pipe_P4_equal,1,300000,4,100,25000,81.921359438,1065.416667,0.295949,1.183796,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h300000,pipe_P4_equal,1,300000,4,90,25000,81.921359438,1065.416667,0.295949,1.183796,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h300000,pipe_P4_equal,1,300000,4,80,50000,64.289998500,2130.833333,0.591898,2.367593,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h300000,pipe_P4_equal,1,300000,4,70,50000,64.289998500,2130.833333,0.591898,2.367593,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h300000,pipe_P4_equal,1,300000,4,65,50000,64.289998500,2130.833333,0.591898,2.367593,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h300000,pipe_P4_equal,1,300000,4,60,95000,58.572449073,4048.583333,1.124606,4.498426,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h300000,pipe_P4_equal,1,300000,4,55,240000,51.660096600,10228.000000,2.841111,11.364444,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h300000,pipe_P4_equal,1,300000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h500000,pipe_P4_equal,1,500000,4,100,25000,79.024365098,1075.700000,0.298806,1.195222,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h500000,pipe_P4_equal,1,500000,4,90,25000,79.024365098,1075.700000,0.298806,1.195222,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h500000,pipe_P4_equal,1,500000,4,80,25000,79.024365098,1075.700000,0.298806,1.195222,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h500000,pipe_P4_equal,1,500000,4,70,80000,61.707219609,3442.240000,0.956178,3.824711,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h500000,pipe_P4_equal,1,500000,4,65,80000,61.707219609,3442.240000,0.956178,3.824711,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h500000,pipe_P4_equal,1,500000,4,60,195000,48.227092808,8390.460000,2.330683,9.322733,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h500000,pipe_P4_equal,1,500000,4,55,195000,48.227092808,8390.460000,2.330683,9.322733,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed1:h500000,pipe_P4_equal,1,500000,4,50,195000,48.227092808,8390.460000,2.330683,9.322733,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h300000,pipe_P4_equal,2,300000,4,100,20000,86.770187678,867.133333,0.240870,0.963481,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h300000,pipe_P4_equal,2,300000,4,90,20000,86.770187678,867.133333,0.240870,0.963481,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h300000,pipe_P4_equal,2,300000,4,80,30000,75.481051325,1300.700000,0.361306,1.445222,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h300000,pipe_P4_equal,2,300000,4,70,45000,65.925020276,1951.050000,0.541958,2.167833,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h300000,pipe_P4_equal,2,300000,4,65,80000,64.659731379,3468.533333,0.963481,3.853926,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h300000,pipe_P4_equal,2,300000,4,60,160000,54.266051481,6937.066667,1.926963,7.707852,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h300000,pipe_P4_equal,2,300000,4,55,160000,54.266051481,6937.066667,1.926963,7.707852,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h300000,pipe_P4_equal,2,300000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,pipe_P4_equal,2,500000,4,100,25000,79.788588031,1074.650000,0.298514,1.194056,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,pipe_P4_equal,2,500000,4,90,25000,79.788588031,1074.650000,0.298514,1.194056,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,pipe_P4_equal,2,500000,4,80,25000,79.788588031,1074.650000,0.298514,1.194056,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,pipe_P4_equal,2,500000,4,70,60000,63.262558641,2579.160000,0.716433,2.865733,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,pipe_P4_equal,2,500000,4,65,60000,63.262558641,2579.160000,0.716433,2.865733,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,pipe_P4_equal,2,500000,4,60,90000,52.357965592,3868.740000,1.074650,4.298600,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,pipe_P4_equal,2,500000,4,55,90000,52.357965592,3868.740000,1.074650,4.298600,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,pipe_P4_equal,2,500000,4,50,240000,46.988887862,10316.640000,2.865733,11.462933,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h300000,pipe_P4_equal,3,300000,4,100,20000,83.588757758,865.400000,0.240389,0.961556,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h300000,pipe_P4_equal,3,300000,4,90,20000,83.588757758,865.400000,0.240389,0.961556,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h300000,pipe_P4_equal,3,300000,4,80,35000,70.418189593,1514.450000,0.420681,1.682722,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h300000,pipe_P4_equal,3,300000,4,70,95000,56.077349882,4110.650000,1.141847,4.567389,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h300000,pipe_P4_equal,3,300000,4,65,95000,56.077349882,4110.650000,1.141847,4.567389,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h300000,pipe_P4_equal,3,300000,4,60,95000,56.077349882,4110.650000,1.141847,4.567389,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h300000,pipe_P4_equal,3,300000,4,55,235000,52.852785398,10168.450000,2.824569,11.298278,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h300000,pipe_P4_equal,3,300000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h500000,pipe_P4_equal,3,500000,4,100,20000,79.752722703,863.240000,0.239789,0.959156,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h500000,pipe_P4_equal,3,500000,4,90,20000,79.752722703,863.240000,0.239789,0.959156,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h500000,pipe_P4_equal,3,500000,4,80,20000,79.752722703,863.240000,0.239789,0.959156,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h500000,pipe_P4_equal,3,500000,4,70,60000,60.160214751,2589.720000,0.719367,2.877467,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h500000,pipe_P4_equal,3,500000,4,65,60000,60.160214751,2589.720000,0.719367,2.877467,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h500000,pipe_P4_equal,3,500000,4,60,95000,56.511706744,4100.390000,1.138997,4.555989,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h500000,pipe_P4_equal,3,500000,4,55,125000,52.919739076,5395.250000,1.498681,5.994722,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed3:h500000,pipe_P4_equal,3,500000,4,50,450000,49.917567981,19422.900000,5.395250,21.581000,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h300000,pipe_P4_equal,4,300000,4,100,20000,90.781131332,594.200000,0.165056,0.660222,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h300000,pipe_P4_equal,4,300000,4,90,25000,70.768947223,742.750000,0.206319,0.825278,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h300000,pipe_P4_equal,4,300000,4,80,25000,70.768947223,742.750000,0.206319,0.825278,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h300000,pipe_P4_equal,4,300000,4,70,50000,68.235064193,1485.500000,0.412639,1.650556,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h300000,pipe_P4_equal,4,300000,4,65,70000,61.411588340,2079.700000,0.577694,2.310778,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h300000,pipe_P4_equal,4,300000,4,60,165000,55.810073687,4902.150000,1.361708,5.446833,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h300000,pipe_P4_equal,4,300000,4,55,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h300000,pipe_P4_equal,4,300000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h500000,pipe_P4_equal,4,500000,4,100,25000,93.044018190,1064.150000,0.295597,1.182389,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h500000,pipe_P4_equal,4,500000,4,90,40000,84.176917549,1702.640000,0.472956,1.891822,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h500000,pipe_P4_equal,4,500000,4,80,45000,79.368831423,1915.470000,0.532075,2.128300,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h500000,pipe_P4_equal,4,500000,4,70,55000,65.657088167,2341.130000,0.650314,2.601256,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h500000,pipe_P4_equal,4,500000,4,65,70000,58.776456198,2979.620000,0.827672,3.310689,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h500000,pipe_P4_equal,4,500000,4,60,70000,58.776456198,2979.620000,0.827672,3.310689,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h500000,pipe_P4_equal,4,500000,4,55,455000,51.828570843,19367.530000,5.379869,21.519478,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed4:h500000,pipe_P4_equal,4,500000,4,50,,,,,,no,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h300000,pipe_P4_equal,5,300000,4,100,15000,98.289747535,653.050000,0.181403,0.725611,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h300000,pipe_P4_equal,5,300000,4,90,20000,84.181532451,870.733333,0.241870,0.967481,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h300000,pipe_P4_equal,5,300000,4,80,45000,73.529142078,1959.150000,0.544208,2.176833,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h300000,pipe_P4_equal,5,300000,4,70,70000,69.554372963,3047.566667,0.846546,3.386185,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h300000,pipe_P4_equal,5,300000,4,65,95000,62.444220315,4135.983333,1.148884,4.595537,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h300000,pipe_P4_equal,5,300000,4,60,145000,49.934893114,6312.816667,1.753560,7.014241,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h300000,pipe_P4_equal,5,300000,4,55,145000,49.934893114,6312.816667,1.753560,7.014241,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h300000,pipe_P4_equal,5,300000,4,50,145000,49.934893114,6312.816667,1.753560,7.014241,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h500000,pipe_P4_equal,5,500000,4,100,15000,99.955646406,644.910000,0.179142,0.716567,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h500000,pipe_P4_equal,5,500000,4,90,35000,81.867558420,1504.790000,0.417997,1.671989,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h500000,pipe_P4_equal,5,500000,4,80,45000,64.400743410,1934.730000,0.537425,2.149700,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h500000,pipe_P4_equal,5,500000,4,70,45000,64.400743410,1934.730000,0.537425,2.149700,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h500000,pipe_P4_equal,5,500000,4,65,45000,64.400743410,1934.730000,0.537425,2.149700,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h500000,pipe_P4_equal,5,500000,4,60,130000,59.153754334,5589.220000,1.552561,6.210244,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h500000,pipe_P4_equal,5,500000,4,55,190000,54.088223051,8168.860000,2.269128,9.076511,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal:seed5:h500000,pipe_P4_equal,5,500000,4,50,440000,48.388650934,18917.360000,5.254822,21.019289,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal_K100:seed1:h300000,pipe_P4_equal_K100,1,300000,4,100,25000,83.948625431,1080.500000,0.300139,1.200556,yes,linear_interpolation_from_job_info_successful_attempt_total
current_cifar_paper:cifar10:pipe_P4_equal_K100:seed1:h300000,pipe_P4_equal_K100,1,300000,4,90,25000,83.948625431,1080.500000,0.300139,1.200556,yes,linear_interpolation_from_job_info_successful_attempt_total
