logical_exp_id,resume_job_id,resume_from_ckpt,submitted_at,pbs_path,run_dir,notes
L1_ddp_fullk_K400_s300k_seed1,7159843.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T16:13:39.373439+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159844.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T16:13:39.827459+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159845.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T16:13:40.328470+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159846.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T16:28:41.461507+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159847.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T16:28:41.980433+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159848.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T16:28:42.672269+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159849.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T16:43:43.558514+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159850.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T16:43:44.111992+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159851.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T16:43:44.592747+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159857.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T16:58:45.482434+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159858.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T16:58:45.884560+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159859.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T16:58:46.463487+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159864.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T17:13:47.358025+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159865.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T17:13:47.852836+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159866.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T17:13:48.222174+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159868.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T17:28:49.100975+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159869.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T17:28:49.512072+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159870.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T17:28:50.068471+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159872.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T17:43:50.997964+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159873.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T17:43:51.536334+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159874.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T17:43:51.980874+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159880.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T17:58:52.867187+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159881.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T17:58:53.383425+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159882.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T17:58:53.963781+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159884.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T18:13:54.797817+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159885.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T18:13:55.228434+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159886.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T18:13:55.687992+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159889.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T18:28:56.913972+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159890.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T18:28:57.346358+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159891.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T18:28:57.730904+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159892.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T18:43:58.867183+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159893.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T18:43:59.282577+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159894.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T18:43:59.834955+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159895.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T18:59:01.045303+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159896.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T18:59:01.522759+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159897.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T18:59:02.041745+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159900.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T19:14:03.208049+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159901.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T19:14:03.796508+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159902.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T19:14:04.460523+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159903.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T19:29:05.434544+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159904.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T19:29:05.869690+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
L2_ddp_fullk_K400_s500k_seed3,7159905.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3/checkpoints/ckpt_step104999.pt,2026-05-16T19:29:06.213681+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L2_ddp_fullk_K400_s500k_seed3.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L2/L2_ddp_fullk_K400_s500k_seed3,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed1,7159909.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1/checkpoints/ckpt_step159999.pt,2026-05-16T19:44:07.184184+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed1.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed1,immediate auto resume from latest known checkpoint
L1_ddp_fullk_K400_s300k_seed2,7159910.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2/checkpoints/ckpt_step209999.pt,2026-05-16T19:44:07.663707+00:00,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/pbs/L1_ddp_fullk_K400_s300k_seed2.pbs,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_long_k_scaling/runs/L1/L1_ddp_fullk_K400_s300k_seed2,immediate auto resume from latest known checkpoint
